customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1121372118,Male,0,Yes,No,53.0,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),29.55,1662.73,No
1443364488,Male,0,No,No,9.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),59.15,482.78,No
3675854085,Male,0,No,No,9.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),33.6,331.19,No
624917341,Female,0,No,No,28.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),61.62,1815.28,Yes
1068782026,Female,1,Yes,No,30.0,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42.16,1222.45,Yes
3742559440,Female,0,No,No,49.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),57.47,2998.27,Yes
1193047534,Female,1,No,No,51.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,44.77,2404.8,No
2348867298,Male,0,No,No,27.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,54.91,1590.67,No
3859710404,Male,0,Yes,No,53.0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.13,2559.16,No
1557040621,Male,0,No,No,23.0,No,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),41.32,887.76,Yes
278736339,Male,0,No,Yes,23.0,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),40.41,879.36,No
2856873765,Male,0,No,No,20.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,49.88,939.56,Yes
3414870813,Male,0,No,No,9.0,No,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.72,203.75,No
2578317125,Male,0,Yes,Yes,5.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),60.83,299.21,No
134481975,Female,0,No,No,27.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),34.63,975.74,Yes
892375590,Female,0,Yes,No,47.0,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,26.65,1301.13,No
3594502028,Male,0,Yes,Yes,14.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),35.33,458.57,No
1955309213,Male,0,Yes,Yes,50.0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,46.31,2485.79,No
3047291936,Female,0,Yes,No,60.0,No,No,No,No,No,No,No,No,No,One year,No,Mailed check,17.73,1037.44,No
3517355584,Female,0,Yes,No,18.0,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),32.79,537.13,No
3054262966,Female,0,Yes,Yes,4.0,No,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,46.31,184.78,No
400703056,Male,0,Yes,Yes,20.0,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),38.52,756.78,No
3450282359,Female,1,No,No,10.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),44.99,455.96,Yes
326349444,Male,0,Yes,No,47.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,16.6,713.12,No
3490724204,Male,0,Yes,No,28.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.6,1367.31,No
2174525375,Male,1,Yes,No,4.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),28.16,106.04,No
4080523673,Male,0,Yes,Yes,34.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,36.07,1325.17,Yes
2309885922,Male,0,Yes,Yes,49.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,18.97,850.45,No
2951784100,Male,0,No,Yes,26.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.8,661.48,No
541958741,Female,0,No,No,17.0,No,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),,341.18,Yes
893799556,Male,0,Yes,Yes,32.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,26.74,801.4,Yes
3364719882,Male,0,No,No,69.0,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,42.79,2734.54,No
1804515907,Male,0,Yes,No,54.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.49,2677.75,No
1315756370,Male,1,No,Yes,8.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,42.02,363.78,Yes
890975064,Male,0,No,No,28.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.55,1581.85,Yes
418043079,Male,0,Yes,No,10.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.45,430.11,No
2560125952,Male,0,Yes,No,17.0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),44.72,757.97,No
3000833027,Female,0,No,No,57.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,63.74,3755.25,No
1318906911,Female,0,Yes,No,28.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.74,874.57,Yes
1500475711,Male,1,Yes,No,11.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.11,654.67,Yes
697438209,Female,0,No,No,20.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.66,1044.42,No
34376698,Female,0,No,Yes,40.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,40.42,1776.66,Yes
975238698,Female,1,Yes,No,16.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),34.45,571.4,No
2972904641,Female,0,No,No,29.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,46.8,1478.11,Yes
2460980215,Female,0,Yes,No,17.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,23.76,439.99,No
1299072841,Female,0,Yes,No,18.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,49.0,802.39,No
4207910772,Female,0,No,No,61.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),39.55,2591.77,No
3647072754,Male,0,No,No,27.0,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,28.65,817.91,No
3193171553,Male,0,No,Yes,36.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),52.33,1750.6,No
416353734,Male,0,No,No,27.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,40.77,1156.21,No
3752406415,Male,0,No,Yes,6.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.18,398.63,Yes
1700701373,Male,0,No,No,9.0,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,50.48,412.22,No
2034885718,Male,0,No,No,61.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,46.71,,No
2077396757,Female,1,Yes,Yes,56.0,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,33.87,1867.73,No
1160507912,Female,0,No,No,26.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),57.5,1516.32,No
2712651148,Female,1,Yes,No,13.0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),51.18,678.88,Yes
223299589,Male,0,No,Yes,5.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,37.31,191.68,No
1894759014,Male,0,Yes,No,72.0,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),37.3,2572.94,No
2941975935,Female,0,No,No,9.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,41.86,349.58,Yes
2115863597,Female,0,No,Yes,14.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.39,246.9,No
2513635824,Female,0,No,No,16.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,61.09,972.2,No
3980535667,Female,0,Yes,Yes,13.0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),43.96,547.34,No
3697047179,Female,0,Yes,Yes,25.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.99,482.19,No
2292291937,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),37.13,,No
3071316311,Male,0,No,Yes,22.0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,25.69,578.34,No
123741165,Male,0,Yes,No,30.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),48.25,1350.92,No
661815722,Female,1,Yes,No,38.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,34.61,1290.92,Yes
579115445,Female,1,Yes,Yes,44.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,40.03,1818.27,No
2400811323,Male,0,No,No,26.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),16.92,,No
1236233294,Female,0,Yes,No,12.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),41.65,482.59,Yes
2303424504,Male,0,No,No,38.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,45.1,1725.87,Yes
3701827375,Male,0,No,Yes,69.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),58.15,3621.59,No
3165920461,Male,0,Yes,No,15.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,43.29,597.47,Yes
1361683933,Male,0,Yes,Yes,32.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,32.96,1093.48,No
3610229708,Female,1,Yes,Yes,39.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),21.68,802.94,Yes
111680079,Male,0,No,No,18.0,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),17.52,311.49,No
247252861,Female,0,Yes,Yes,44.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),33.99,1471.5,No
3632601260,Female,0,Yes,No,53.0,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,44.35,2523.14,No
815787598,Male,0,No,No,32.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,65.84,1922.44,No
2280402757,Male,0,Yes,No,43.0,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),27.98,1187.46,No
2618925738,Female,0,No,Yes,22.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.27,723.51,No
2213080913,Male,0,No,No,9.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),37.31,361.02,No
2660781072,Female,1,Yes,Yes,11.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,42.76,516.45,No
3311000107,Male,0,Yes,Yes,72.0,No,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,30.51,2285.27,No
465577114,Female,0,No,No,54.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,35.01,1946.21,Yes
4078385461,Female,1,Yes,Yes,11.0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.67,285.76,Yes
2741547230,Male,0,Yes,No,10.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),50.53,499.21,No
4052380956,Male,0,No,No,39.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),39.43,1627.19,No
1230875645,Female,0,No,Yes,72.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,15.0,1111.08,No
2509714750,Male,0,No,Yes,27.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.99,799.46,No
4205828710,Male,0,Yes,No,13.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.42,672.73,Yes
2731303904,Male,0,Yes,No,46.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.29,1007.38,No
2706031962,Male,0,Yes,No,59.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.0,2714.15,No
2053797067,Female,0,Yes,No,39.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,39.33,1649.97,No
1385463306,Female,0,No,No,35.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.32,1361.9,No
1775655120,Male,0,Yes,No,10.0,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),39.6,362.36,No
3925703724,Female,1,Yes,Yes,46.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,16.1,747.55,No
1906675340,Male,0,Yes,No,39.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,43.41,1710.59,No
2519619240,Male,0,Yes,Yes,19.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.09,682.52,No
696231799,Female,0,Yes,No,8.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.83,181.8,No
4127962811,Female,0,No,Yes,18.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),36.22,632.43,No
3520871042,Male,0,Yes,No,25.0,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,31.93,734.06,No
2154556158,Male,0,No,Yes,41.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),15.0,647.4,No
1147322125,Female,0,Yes,Yes,46.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,51.38,2229.24,Yes
3350137126,Female,0,Yes,Yes,23.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,39.2,921.96,No
4233266578,Male,0,No,No,22.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),46.82,974.27,Yes
2468845200,Male,0,No,No,51.0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,49.74,2323.83,No
2843865783,Female,0,Yes,No,33.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,25.49,802.16,No
3159832676,Male,0,Yes,No,39.0,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,31.99,1123.88,No
2546996312,Male,1,No,No,19.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,19.63,378.04,Yes
4021775615,Male,0,No,Yes,51.0,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),39.75,2211.12,No
1548793055,Male,0,Yes,No,16.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),23.92,374.93,No
1174608701,Male,0,Yes,No,72.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),40.31,2929.66,No
1805889373,Female,0,Yes,Yes,9.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,49.67,412.39,Yes
124910703,Female,0,No,Yes,27.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.54,485.91,No
570317707,Female,0,No,No,9.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,30.18,272.0,Yes
1842667790,Female,0,Yes,No,37.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,34.21,1319.89,Yes
1118017093,Male,0,Yes,No,55.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.4,1470.49,No
475306078,Male,0,Yes,Yes,39.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.31,909.53,No
1388648595,Female,0,No,No,19.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.09,313.61,No
2116224290,Male,1,No,No,9.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.97,315.61,Yes
1008618454,Female,1,No,No,18.0,No,No,No,No,No,No,No,No,No,Two year,No,Mailed check,16.59,282.14,No
2230383108,Female,0,No,Yes,40.0,No,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),16.82,732.98,No
281178832,Male,0,Yes,No,11.0,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),36.14,408.11,No
2177257674,Male,0,No,No,6.0,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),41.03,268.18,No
4134596445,Male,0,Yes,Yes,22.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.15,531.45,Yes
2314223485,Male,0,Yes,No,9.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),17.31,161.58,No
3254690416,Male,0,No,Yes,31.0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.77,1412.66,No
3834067625,Male,0,No,No,24.0,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,40.26,948.04,No
2369916835,Female,0,Yes,No,21.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,28.24,548.11,Yes
1949815094,Female,0,Yes,No,72.0,No,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),42.79,2860.05,No
2531140935,Female,0,No,No,35.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.69,1135.17,No
2537185036,Male,0,No,Yes,2.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.59,68.16,Yes
3191774527,Male,0,No,No,72.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),34.68,2454.23,No
545228801,Male,0,Yes,No,26.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),43.66,1158.03,Yes
2974262812,Male,0,No,Yes,19.0,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),31.89,571.11,No
2636546614,Female,0,Yes,No,30.0,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,25.15,770.5,No
3426921672,Male,0,Yes,Yes,10.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),26.41,260.34,No
1898593432,Male,0,Yes,Yes,23.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.47,1020.57,No
2751795658,Female,0,Yes,No,50.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.28,899.45,No
3226863506,Male,0,No,Yes,20.0,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,33.08,698.31,No
3781779463,Male,1,No,Yes,17.0,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,52.7,928.49,No
2588147792,Male,0,Yes,Yes,14.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,36.38,501.86,Yes
2098378349,Female,0,No,No,45.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),44.62,1870.71,No
2991791739,Female,0,No,Yes,32.0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,48.56,1682.43,No
3830036785,Male,0,No,No,72.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,47.34,3590.13,Yes
1329171641,Female,0,Yes,Yes,72.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.38,4592.98,No
3906547609,Female,0,Yes,No,21.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),27.06,548.9,No
2262288544,Female,0,No,Yes,38.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,41.38,1696.42,No
361743069,Male,1,No,No,19.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,50.55,943.58,No
2968694084,Male,0,Yes,No,17.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,27.43,490.09,No
3455124316,Female,0,No,No,16.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,26.28,409.85,Yes
344264707,Male,0,Yes,No,14.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),58.74,801.82,No
1685877291,Female,0,Yes,No,50.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.88,2359.72,Yes
609289237,Female,0,Yes,Yes,16.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),38.93,605.18,No
2700304413,Male,0,Yes,No,19.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,34.49,594.48,No
1971291194,Female,0,Yes,No,32.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),64.32,2072.31,Yes
1693577851,Female,0,No,No,30.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,25.4,742.3,No
2199662472,Female,0,No,Yes,28.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),22.05,669.15,Yes
149339816,Male,1,Yes,No,56.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,49.64,2782.44,No
750170371,Female,0,Yes,Yes,16.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.05,789.67,No
3862447889,Female,0,No,No,14.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,43.16,630.53,No
298903080,Female,0,Yes,No,1.0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),43.58,39.89,No
4111100930,Female,0,No,Yes,39.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),49.43,1801.26,No
1786865690,Female,1,No,Yes,38.0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),27.82,1154.78,No
4259150136,Male,1,No,Yes,52.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),44.12,2077.45,No
519642145,Male,1,Yes,No,21.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.01,543.54,No
1568213407,Male,1,No,No,24.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),49.62,1306.56,No
3055076129,Female,0,No,No,49.0,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,32.16,1662.22,No
2146067327,Female,0,No,No,18.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,48.29,808.72,Yes
2925612117,Female,0,No,No,26.0,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,24.96,674.36,No
2085543475,Male,0,Yes,No,55.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),34.95,1943.72,No
3560616208,Female,0,Yes,Yes,37.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,55.3,1970.8,No
2198054811,Female,0,No,No,21.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.43,835.44,No
1226963291,Male,0,No,No,48.0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,45.94,2154.82,No
3046789539,Female,0,No,Yes,,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.04,490.83,Yes
645209057,Female,0,No,No,49.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,45.53,2437.94,No
3877741898,Female,1,No,No,32.0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),46.55,1551.75,No
1559370979,Male,0,Yes,Yes,18.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,33.18,546.23,No
1731359180,Female,0,Yes,No,10.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,27.08,267.95,Yes
2682879999,Female,0,No,Yes,43.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,45.0,1747.48,No
4012526565,Female,0,Yes,Yes,46.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,48.57,2130.86,Yes
31461167,Female,0,Yes,Yes,60.0,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),42.83,2599.04,No
354622076,Female,0,No,No,40.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.55,812.66,Yes
3120122999,Male,0,No,Yes,23.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.34,443.47,No
928805172,Female,0,No,Yes,31.0,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,21.22,612.36,No
2777196057,Male,0,Yes,No,27.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),34.42,1006.97,No
707246100,Female,0,Yes,Yes,22.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.74,1349.68,No
2344128384,Male,0,No,No,9.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),33.71,281.7,No
